movie_title,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
Smurfs: The Lost Village,45020282,3610,13210449,2017/04/7,5.2,89,60000000,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Going in Style,45018541,3076,11932330,2017/04/7,6.2,97,24000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Eyez on Me,44922302,2471,26435354,2017/06/16,5.3,129,45000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xXx: Return of Xander Cage,44898413,3651,20130142,2017/01/20,4.0,107,85000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47 Meters Down,44307191,2471,11205561,2017/06/16,5.1,87,5300000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Big Sick,42873127,2597,421577,2017/07/14,6.5,119,5000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Valerian and the City of a Thousand Planets,41189488,3553,17007624,2017/07/21,5.7,137,180000000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Star,40852824,2976,9812674,2017/11/17,8.1,124,20000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ghost in the Shell,40563557,3440,18676033,2017/03/31,5.7,107,110000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jigsaw,38052832,2941,16640452,2017/10/27,5.0,91,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
American Assassin,36249674,3154,14846778,2017/09/15,5.1,111,63000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Geostorm,33700160,3246,13707376,2017/10/20,4.4,109,100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Monster Trucks,33370166,3119,10950705,2017/01/13,4.4,104,125000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fist Fight,32187017,3185,12201873,2017/02/17,4.3,91,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Be a Latin Lover,32149404,1203,12252439,2017/04/28,4.5,115,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patriots Day,31886361,3120,161306,2017/01/13,6.3,130,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Kidnap,30971040,2418,10016323,2017/08/4,5.2,94,21000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Underworld: Blood Wars,30353973,3070,13688751,2017/01/6,4.6,91,35000000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Life,30234022,3146,12501936,2017/03/24,8.5,117,75000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Nut Job 2: Nutty by Nature,28370522,4003,8342311,2017/08/11,5.0,95,40000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rings,27793018,2931,13002632,2017/02/3,8.0,180,25000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Logan Lucky,27780977,3031,7600036,2017/08/18,6.3,119,29000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Again,27020284,3036,8567881,2017/09/8,4.5,97,15000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Resident Evil: The Final Chapter,26830068,3104,13601682,2017/01/27,4.5,106,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The House,25584504,3134,8724795,2017/06/30,6.3,97,40000000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
All the Money in the World,25113707,2123,5584684,2017/12/25,6.2,132,50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gifted,24801212,2215,446380,2017/04/12,6.5,101,7000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Downsizing,24449754,2668,4954287,2017/12/22,5.3,135,68000000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Bye Bye Man,22395806,2220,13501349,2017/01/13,4.1,96,7400000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Rough Night,22105643,3162,8004283,2017/06/16,4.2,101,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Little Pony: The Movie,21885107,2528,8885899,2017/10/6,4.5,86,6500000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Disaster Artist,21120616,1010,1211345,2017/12/8,6.8,106,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepless,20783704,1803,8344128,2017/01/13,6.0,101,30000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diary of a Wimpy Kid: The Long Haul,20738724,3174,7126084,2017/05/19,4.4,90,22000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Circle,20497844,3163,9034148,2017/04/28,5.0,110,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CHIPS,18600152,2464,7722802,2017/03/24,4.7,100,25000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mother!,17800004,2368,7534673,2017/09/15,5.1,110,30000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Father Figures,17501244,2902,3287451,2017/12/22,4.4,113,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flatliners,16883115,2552,6574326,2017/09/29,4.4,108,26000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Detroit,16790139,3007,350190,2017/08/4,6.9,143,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Case for Christ,14682684,1386,3967885,2017/04/7,5.0,112,3000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wish Upon,14301505,2250,5467084,2017/07/14,4.5,90,12000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
It Comes at Night,13985117,2533,5988370,2017/06/9,5.5,97,5000000,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
Battle of the Sexes,12638526,1822,518332,2017/09/29,6.0,121,25000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Before I Fall,12241122,2346,4690214,2017/03/3,5.5,99,5000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Unforgettable,11368012,2417,4785431,2017/04/21,4.2,100,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Beguiled,10709995,941,229292,2017/06/30,7.2,109,10000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Live by Night,10378555,2822,33336,2017/01/13,5.7,129,65000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Belko Experiment,10166820,1341,4137230,2017/03/17,5.3,88,5000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Marshall,10051659,821,3000805,2017/10/13,6.4,118,12000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thank You for Your Service,9536300,2083,3817700,2017/10/27,5.7,108,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rock Dog,9420546,2077,3704749,2017/02/24,5.1,80,60000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost City of Z,8580410,866,110175,2017/04/21,5.9,140,30000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Promise,8224288,2251,4095718,2017/04/21,6.3,134,90000000,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Silence,7100177,1580,130880,2017/01/13,8.2,115,46500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Birth of the Dragon,6901965,1633,2702430,2017/08/25,5.4,103,31000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Snowman,6700035,1815,3372565,2017/10/20,4.6,125,35000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Same Kind of Different as Me,6423605,1362,2591985,2017/10/20,5.6,120,6500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Just Getting Started,6069605,2161,3201459,2017/12/8,3.5,91,22000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Saints,5802208,846,1514278,2017/08/25,4.9,108,2000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20th Century Women,5664764,650,111200,2017/01/20,6.8,118,7000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stronger,4211129,645,1611040,2017/09/29,5.9,116,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Monster Calls,3740823,1523,30909,2017/01/6,6.6,100,43000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Table 19,3614896,868,1597928,2017/03/3,4.3,87,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Forgotten,3600146,1626,1816499,2017/04/21,4.5,80,2800000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
LBJ,2470979,659,1110565,2017/11/3,5.9,98,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tulip Fever,2455635,772,1158017,2017/09/1,5.4,107,25000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Collide,2280004,2045,1512824,2017/02/24,4.7,99,29200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Free Fire,1799312,1070,994431,2017/04/21,5.5,91,10000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Panther,700059566,4084,202003951,2018/02/16,5.9,134,200000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Avengers: Infinity War,678815482,4474,257698183,2018/04/27,7.5,156,300000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Incredibles 2,608581744,4410,182687905,2018/06/15,6.7,118,200000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic World: Fallen Kingdom,417719760,4485,148024610,2018/06/22,5.6,128,170000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aquaman,335061807,4184,67873522,2018/12/21,5.6,139,160000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deadpool 2,318491426,4349,125507153,2018/05/18,6.8,111,110000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ant-Man and the Wasp,216648740,4206,75812205,2018/07/6,6.0,118,130000000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bohemian Rhapsody,216428042,4000,51061119,2018/11/2,7.3,134,55000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Star Is Born,215288866,3904,42908051,2018/10/5,6.9,111,36000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Solo: A Star Wars Story,213767512,4381,84420489,2018/05/25,6.0,135,275000000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Venom,213515506,4250,80255756,2018/10/5,5.4,95,116000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ralph Breaks the Internet,201091711,4017,56237634,2018/11/21,6.5,112,175000000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Quiet Place,188024361,3808,50203562,2018/04/6,6.6,95,17000000,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
Crazy Rich Asians,174532921,3865,26510140,2018/08/15,5.5,120,30000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mary Poppins Returns,171958438,4090,23523121,2018/12/19,5.5,130,130000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hotel Transylvania 3: Summer Vacation,167510016,4267,44076225,2018/07/13,5.3,97,65000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fantastic Beasts: The Crimes of Grindelwald,159555901,4163,62163104,2018/11/16,5.7,134,200000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Halloween,159342015,3990,76221545,2018/10/19,6.7,93,15000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Meg,145443742,4118,45402195,2018/08/10,4.5,113,178000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ready Player One,137690172,4234,41764050,2018/03/29,6.7,140,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bumblebee,127195589,3597,21654047,2018/12/21,5.8,114,102000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Nun,117450119,3876,53807379,2018/09/7,4.3,96,22000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Creed II,115715889,3752,35574710,2018/11/21,6.3,130,50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peter Rabbit,115253424,3725,25010928,2018/02/9,5.6,95,50000000,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mule,103804407,3329,17509431,2018/12/14,5.8,103,50000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Equalizer 2,102084362,3388,36011640,2018/07/20,5.8,120,77000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rampage,101028233,4115,35753093,2018/04/13,5.5,85,120000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Wrinkle in Time,100478608,3980,33123609,2018/03/9,3.3,109,103000000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fifty Shades Freed,100407760,3768,38560195,2018/02/9,3.5,105,55000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Christopher Robin,99215042,3602,24585139,2018/08/3,6.1,104,75000000,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Green Book,85080171,2648,320429,2018/11/21,7.6,130,23000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Can Only Imagine,83482352,2894,17108914,2018/03/16,5.7,110,7000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Smallfoot,83240103,4131,23045635,2018/09/28,5.9,96,80000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Post,81903458,2851,526011,2018/01/12,6.7,116,50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The First Purge,69488745,3038,17374280,2018/07/4,4.5,97,13000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Game Night,69179066,3502,17005332,2018/02/23,5.7,98,37000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book Club,68566296,3169,13582231,2018/05/18,4.8,104,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House with a Clock in Its Walls,68549695,3592,26608020,2018/09/21,5.1,104,40000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Skyscraper,68420120,3822,24905015,2018/07/13,2.7,96,125000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insidious: The Last Key,67745330,3150,29581355,2018/01/5,4.7,103,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Instant Family,67363237,3426,14504315,2018/11/16,6.1,119,48000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blockers,60311495,3418,20556350,2018/04/6,5.1,102,21000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Rim: Uprising,59874525,3708,28116535,2018/03/23,4.8,111,155000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tomb Raider,58250803,3854,23633317,2018/03/16,5.4,122,90000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maze Runner: The Death Cure,58032443,3793,24167011,2018/01/26,5.2,142,61000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Nutcracker and the Four Realms,54858851,3766,20352491,2018/11/2,4.9,99,132900000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tag,54730625,3382,14947396,2018/06/15,5.3,100,28000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Simple Favor,53548586,3102,16011689,2018/09/14,5.7,117,20000000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Predator,51024708,4070,24632284,2018/09/14,4.3,101,88000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Overboard,50316123,2006,14711101,2018/05/4,5.4,106,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicario: Day of the Soldado,50072235,3055,19007566,2018/06/29,6.4,122,35000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BlacKkKlansman,49275340,1914,10845330,2018/08/10,6.5,128,15000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Feel Pretty,48795601,3440,16030218,2018/04/20,4.9,110,32000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vice,47836282,2534,7768371,2018/12/25,6.8,132,60000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Red Sparrow,46874505,3064,16853422,2018/03/2,6.4,134,69000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Breaking In,46840590,2537,17630285,2018/05/11,4.6,88,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12 Strong,45819713,3018,15815025,2018/01/19,5.4,130,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Den of Thieves,44947622,2432,15206108,2018/01/19,5.9,140,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
First Man,44936545,3640,16006065,2018/10/12,6.6,102,60000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hereditary,44069456,2998,13575172,2018/06/8,6.6,126,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acrimony,43549096,2006,17170707,2018/03/30,5.5,120,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Sherlock Gnomes,43242871,3662,10604774,2018/03/23,4.7,86,59000000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Uncle Drew,42469946,2742,15242781,2018/06/29,4.8,103,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Widows,42402632,2803,12361307,2018/11/16,6.1,128,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Second Act,39282227,2607,6489983,2018/12/21,4.5,103,15700000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Commuter,36343858,2892,13701452,2018/01/12,5.6,105,40000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The 15:17 to Paris,36276286,3042,12554286,2018/02/9,4.8,94,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mile 22,36108758,3520,13710825,2018/08/17,5.4,95,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alpha,35857181,2881,10352512,2018/08/17,5.3,96,51000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Favourite,34366783,1554,422410,2018/12/21,7.1,121,15000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Death Wish,34017028,2882,13010267,2018/03/2,5.7,93,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spy Who Dumped Me,33562069,3111,12103043,2018/08/3,4.7,116,40000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annihilation,32732301,2112,11071584,2018/02/23,6.0,115,55000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Robin Hood,30824628,2827,9195670,2018/11/21,6.1,131,210000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Troopers 2,30617396,2125,15181624,2018/04/20,4.0,99,13500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holmes & Watson,30573626,2780,7411522,2018/12/25,6.6,128,42000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Slender Man,30569484,2358,11371866,2018/08/10,3.0,93,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hostiles,29819114,2934,22849,2018/01/26,6.6,133,50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Teen Titans GO! To the Movies,29790236,3188,10411189,2018/07/27,6.2,87,10000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hate U Give,29719483,2375,512035,2018/10/19,6.6,129,23000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Winchester,25091816,2480,9307626,2018/02/2,4.5,99,3500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Strangers: Prey at Night,24586708,2464,10402271,2018/03/9,4.4,85,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
White Boy Rick,24011188,2504,8860431,2018/09/14,5.9,106,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Overlord,21704844,2859,10202108,2018/11/9,6.0,109,38000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Phantom Thread,21198205,1186,216495,2018/01/19,6.7,130,35000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Proud Mary,20877013,2125,9959053,2018/01/12,4.3,89,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Happytime Murders,20706452,3256,9532425,2018/08/24,4.7,91,40000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SuperFly,20545116,2220,6870740,2018/06/13,4.4,108,16000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Call Me by Your Name,18095701,914,412932,2018/01/19,7.3,130,3500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Show Dogs,17857020,3212,6023972,2018/05/18,3.9,92,5500000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Times at the El Royale,17839115,2808,7132647,2018/10/12,6.5,141,32000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Operation Finale,17612099,1818,6022758,2018/08/29,5.8,122,20000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Sorry to Bother You,17493096,1050,727266,2018/07/13,6.0,110,3200000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mary Queen of Scots,16468499,1052,194777,2018/12/21,5.3,120,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Forever My Girl,16376066,1427,4245630,2018/01/19,5.3,104,3500000,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Mortal Engines,15951040,3103,7559850,2018/12/14,4.8,128,100000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hunter Killer,15767460,2728,6653777,2018/10/26,5.7,121,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Possession of Hannah Grace,14837422,2298,6401744,2018/11/30,4.5,85,6000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eighth Grade,13539709,1084,263797,2018/08/3,6.5,93,2000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Darkest Minds,12695691,3127,5842609,2018/08/3,4.7,105,34000000,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Upgrade,11977130,1458,4670905,2018/06/1,6.7,99,3000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Hell Fest,11107431,2297,5130963,2018/09/28,4.6,90,5500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Welcome to Marwen,10763520,1911,2354205,2018/12/21,5.8,116,45000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Traffik,9186156,1046,3941338,2018/04/20,4.9,96,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unfriended: Dark Web,8866745,1547,3653035,2018/07/20,5.6,88,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Early Man,8267544,2494,3190525,2018/02/16,5.4,89,50000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsane,7732899,2023,3762145,2018/03/23,5.7,93,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beautiful Boy,7649973,776,218888,2018/11/9,6.3,100,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dog Days,6809080,2442,2554766,2018/08/8,6.6,120,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boy Erased,6788692,672,207057,2018/11/21,6.3,115,11000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Artemis,6708147,2407,3232790,2018/06/8,5.1,97,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Fahrenheit 11/9,6352306,1719,3008563,2018/09/21,6.6,130,5000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbroken: Path to Redemption,6216897,1620,2238723,2018/09/14,4.3,98,6000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hurricane Heist,6115825,2402,3024399,2018/03/9,4.3,100,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Every Day,6102076,1669,3016149,2018/02/23,5.6,95,4900000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Kin,5718096,2141,3035618,2018/08/31,4.7,98,30000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Action Point,5059608,2032,2390164,2018/06/1,4.2,85,19000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgt. Stubby: An American Hero,4015935,1633,1164403,2018/04/13,5.5,85,25000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Indivisible,3511417,830,1503101,2018/10/26,6.3,100,2700000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sisters Brothers,3143056,1141,115575,2018/10/19,6.9,121,38000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Assassination Nation,2005142,1403,1050021,2018/09/21,6.1,110,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Avengers: Endgame,858373000,4662,357115007,2019/04/26,7.3,181,400000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Lion King,543638043,4802,191770759,2019/07/19,6.4,118,260000000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
