id,movie_title,twitter_neg,twitter_pos,twitter_neu,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
158,Safe Haven,11.0,404.0,1058.0,71349120,3223,21401594,2013/02/14,5.3,115,28000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
159,The Smurfs 2,0.0,7.0,1469.0,71017784,3867,17548389,2013/07/31,4.6,105,110000000,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
160,The Best Man Holiday,0.0,708.0,747.0,70525195,2041,30107555,2013/11/15,4.8,123,17000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Percy Jackson: Sea of Monsters,0.0,14.0,1467.0,68559554,3080,14401054,2013/08/7,4.7,106,90000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,A Good Day to Die Hard,154.0,94.0,1224.0,67349198,3555,24834845,2013/02/14,4.5,101,92000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,Warm Bodies,14.0,230.0,1238.0,66380662,3009,20353967,2013/02/1,5.2,98,30000000,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
164,Jack the Giant Slayer,0.0,4.0,1476.0,65187603,3525,27202226,2013/03/1,5.3,114,195000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,The Purge,46.0,29.0,4382.0,64473115,2591,34058360,2013/06/7,5.1,86,3000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
166,Last Vegas,2.0,58.0,1427.0,63914167,3237,16334566,2013/11/1,5.2,101,28000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,Ender's Game,0.0,16.0,1468.0,61737191,3407,27017351,2013/11/1,5.9,114,110000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
168,Prisoners,139.0,59.0,1295.0,61002302,3290,20817053,2013/09/20,7.6,153,46000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
169,After Earth,4.0,15.0,1463.0,60522097,3401,27520040,2013/05/31,4.2,100,130000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,The Secret Life of Walter Mitty,1.0,3.0,1467.0,58236838,2922,12765508,2013/12/25,6.3,110,91000000,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
171,Escape from Planet Earth,0.0,54.0,1415.0,57012977,3353,15891055,2013/02/15,5.2,89,40000000,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
172,12 Years a Slave,4.0,19.0,1443.0,56671993,1474,923715,2013/11/8,7.3,133,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,Free Birds,5.0,122.0,1358.0,55750480,3736,15805237,2013/11/1,4.8,91,55000000,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
174,Hansel & Gretel: Witch Hunters,0.0,0.0,0.0,55703475,3375,19690956,2013/01/25,4.7,88,50000000,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
175,Evil Dead,998.0,15.0,470.0,54239856,3025,25775847,2013/04/5,5.8,91,17000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
176,RED 2,3.0,12.0,1459.0,53262560,3016,18048422,2013/07/19,5.4,116,84000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,The Call,18.0,25.0,2928.0,51872378,2507,17118745,2013/03/15,5.9,4,12800000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Pain & Gain,0.0,0.0,0.0,49875291,3303,20244505,2013/04/26,5.8,129,26000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Gangster Squad,6.0,27.0,1451.0,46000903,3103,17070347,2013/01/11,5.9,113,60000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,The Internship,0.0,20.0,1471.0,44672764,3399,17325307,2013/06/7,5.1,119,58000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Snitch,59.0,57.0,1367.0,42930462,2511,13167607,2013/02/22,5.6,112,15000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
182,Riddick,14.0,49.0,1426.0,42025135,3117,19030375,2013/09/6,5.2,113,38000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
183,A Haunted House,192.0,101.0,1190.0,40041683,2160,18101682,2013/01/11,3.5,86,2500000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,47 Ronin,15.0,52.0,1413.0,38362475,2690,9910310,2013/12/25,7.3,207,175000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,Philomena,0.0,23.0,1459.0,37709979,1225,128435,2013/11/27,6.7,98,12000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,Carrie,23.0,33.0,1432.0,35266619,3157,16101552,2013/10/18,5.0,100,30000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
187,R.I.P.D.,19.0,31.0,1425.0,33618855,2852,12691415,2013/07/19,4.4,92,130000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188,Blue Jasmine,0.0,15.0,1469.0,33405481,1283,612064,2013/08/23,6.8,98,18000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,Kevin Hart: Let Me Explain,3.0,7.0,1463.0,32244051,892,10030463,2013/07/3,5.7,75,2500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Side Effects,12.0,37.0,1437.0,32172757,2605,9303145,2013/02/8,3.7,90,30000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,The Mortal Instruments: City of Bones,0.0,2.0,1468.0,31165421,3118,9336957,2013/08/21,4.3,130,60000000,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
192,Grudge Match,5.0,54.0,1425.0,29807260,2856,7021993,2013/12/25,5.3,113,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,One Direction: This Is Us,0.0,19.0,1448.0,28873374,2735,15815497,2013/08/30,4.3,92,10000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Kick-Ass 2,17.0,41.0,1419.0,28795985,2945,13332955,2013/08/16,6.0,103,28000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Dallas Buyers Club,2.0,20.0,1438.0,27298285,1110,260865,2013/11/22,7.5,117,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,Rush,3.0,27.0,1462.0,26947624,2308,187289,2013/09/27,7.2,123,38000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,The World's End,0.0,8.0,1477.0,26004851,1553,8811790,2013/08/23,6.1,106,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,Escape Plan,13.0,151.0,1328.0,25135965,2883,9885732,2013/10/18,5.1,105,70000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
199,Don Jon,10.0,28.0,1438.0,24477704,2422,8677009,2013/09/27,5.7,88,5500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,The Incredible Burt Wonderstone,0.0,15.0,1469.0,22537881,3160,10177257,2013/03/15,5.2,100,32000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,The Big Wedding,1.0,9.0,1480.0,21819348,2633,7591663,2013/04/26,4.5,90,32500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202,Mud,3.0,26.0,1462.0,21590086,960,2215891,2013/05/10,6.8,130,10000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,Baggage Claim,1.0,60.0,1429.0,21569509,2230,9031102,2013/09/27,4.0,96,8500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,The Way Way Back,2.0,6.0,1466.0,21506546,1001,552788,2013/07/26,6.3,103,5000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,The Book Thief,57.0,20.0,1406.0,21488481,1316,105005,2013/11/27,6.6,131,19000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,The Place Beyond the Pines,0.0,6.0,1459.0,21403519,1584,279457,2013/04/19,6.5,135,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,Homefront,13.0,53.0,1412.0,20158898,2570,6915241,2013/11/27,5.4,100,22000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,Broken City,97.0,21.0,1370.0,19701164,2622,8268908,2013/01/18,5.3,109,35000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
209,Beautiful Creatures,4.0,282.0,1198.0,19452138,2950,7582595,2013/02/14,5.1,95,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,Runner Runner,5.0,30.0,1456.0,19316646,3026,7706712,2013/10/4,8.1,117,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,The Impossible,6.0,9.0,1467.0,19019882,886,143818,2013/01/11,6.8,107,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212,You're Next,3.0,10.0,1436.0,18494006,2437,7020196,2013/08/23,5.8,96,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
213,Quartet,0.0,15.0,1474.0,18390117,725,47122,2013/03/1,6.0,95,11000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,Admission,1.0,23.0,1462.0,18007317,2161,6154984,2013/03/22,4.5,117,13000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
215,Parker,4.0,34.0,1455.0,17616641,2238,7008222,2013/01/25,5.3,118,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,Enough Said,12.0,23.0,1416.0,17550872,835,232800,2013/10/11,6.2,92,8000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,Dark Skies,32.0,22.0,1436.0,17418667,2313,8189166,2013/02/22,5.5,95,3500000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
218,The Counselor,8.0,8.0,1452.0,16973715,3044,7842930,2013/10/25,4.7,113,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,Jobs,6.0,19.0,1959.0,16131410,2381,6713900,2013/08/16,5.2,122,18000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,Fruitvale Station,8.0,26.0,1447.0,16101339,1086,386291,2013/07/26,6.4,90,900000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221,About Time,2.0,11.0,1474.0,15322921,1280,1076250,2013/11/8,7.0,123,12000000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
222,The Last Exorcism Part II,2.0,0.0,1461.0,15179302,2700,7728354,2013/03/1,3.4,90,4000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,Spring Breakers,12.0,10.0,1449.0,14124284,1379,263002,2013/03/22,4.9,94,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
224,Out of the Furnace,2.0,8.0,1475.0,11330849,2101,5220288,2013/12/6,6.4,116,22000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
225,Dead Man Down,87.0,9.0,1387.0,10895295,2188,5345250,2013/03/8,5.7,110,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,Bullet to the Head,1.0,2.0,1484.0,9489829,2404,4548201,2013/02/1,5.0,91,55000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,Peeples,6.0,63.0,1414.0,9177065,2041,4611534,2013/05/10,4.2,95,11000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Battle of the Year,12.0,12.0,1457.0,8888355,2008,4603177,2013/09/20,4.4,109,20000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
229,Movie 43,16.0,26.0,1436.0,8840453,2023,4805878,2013/01/25,4.1,90,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Mandela: Long Walk to Freedom,0.0,101.0,1379.0,8323085,1010,84283,2013/12/25,6.3,139,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,Machete Kills,102.0,32.0,1342.0,8008161,2538,3837183,2013/10/11,4.6,107,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,Promised Land,1.0,15.0,1461.0,7597898,1676,173915,2013/01/4,6.0,106,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
233,Paranoia,69.0,31.0,1371.0,7388654,2459,3528376,2013/08/16,4.7,106,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
234,Black Nativity,3.0,31.0,1454.0,7018189,1525,3669530,2013/11/27,4.4,93,17500000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
235,The Spectacular Now,2.0,16.0,1064.0,6854611,770,197415,2013/09/13,6.2,95,2500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
236,The Company You Keep,0.0,9.0,1431.0,5133027,807,131718,2013/04/26,5.5,125,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,The Fifth Estate,0.0,3.0,1482.0,3255008,1769,1673351,2013/10/18,5.4,124,26000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,Phantom,10.0,30.0,1443.0,1034589,1118,508000,2013/03/1,6.2,130,18000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
239,Guardians of the Galaxy,0.0,20.0,1463.0,333176600,4088,94320883,2014/08/1,6.9,118,170000000,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,Captain America: The Winter Soldier,0.0,3.0,1484.0,259766572,3938,95023721,2014/04/4,6.6,136,170000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,The Lego Movie,3.0,29.0,1451.0,257760692,3890,69050279,2014/02/7,6.7,100,60000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,The Hobbit: The Battle of the Five Armies,1.0,1.0,1480.0,255119788,3875,54724334,2014/12/17,6.3,144,250000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,Transformers: Age of Extinction,1.0,6.0,1480.0,245439076,4233,100038390,2014/06/27,4.5,165,210000000,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
244,Maleficent,9.0,63.0,1414.0,241410378,3948,69431298,2014/05/30,6.0,97,180000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,X-Men: Days of Future Past,0.0,5.0,1465.0,233921534,4001,90823660,2014/05/23,6.9,130,200000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
246,Big Hero 6,3.0,199.0,1274.0,222527828,3773,56215889,2014/11/7,7.0,108,165000000,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
247,Dawn of the Planet of the Apes,0.0,1.0,1476.0,208545589,3969,72611427,2014/07/11,6.6,130,170000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
248,The Amazing Spider-Man 2,1.0,102.0,1382.0,202853933,4324,91608337,2014/05/2,5.7,142,200000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249,Godzilla,42.0,103.0,2832.0,200676069,3952,93188384,2014/05/16,5.0,123,160000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
250,22 Jump Street,4.0,38.0,1942.0,191719337,3426,57071445,2014/06/13,5.3,120,50000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Teenage Mutant Ninja Turtles,0.0,6.0,1479.0,191204754,3980,65575105,2014/08/8,4.8,101,125000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,Interstellar,5.0,44.0,1444.0,188020017,3561,47510360,2014/11/7,7.9,169,165000000,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
253,How to Train Your Dragon 2,0.0,1.0,1482.0,177002924,4268,49451322,2014/06/13,6.9,102,145000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,Gone Girl,11.0,27.0,1451.0,167767189,3284,37513109,2014/10/3,7.3,149,61000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
255,Divergent,20.0,152.0,2315.0,150947895,3936,54607747,2014/03/21,5.5,140,85000000,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
256,Neighbors,39.0,46.0,1399.0,150157400,3311,49033915,2014/05/9,5.1,96,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Ride Along,3.0,40.0,1442.0,134938200,2867,41516170,2014/01/17,4.7,100,25000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Rio 2,5.0,50.0,1433.0,131538435,3975,39327869,2014/04/11,5.4,101,130000000,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
259,Into the Woods,0.0,18.0,1468.0,128002372,2833,31051923,2014/12/25,5.2,121,56200000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
260,Lucy,9.0,38.0,1445.0,126663600,3202,43899340,2014/07/25,5.2,90,40000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
261,Lone Survivor,71.0,328.0,1088.0,125095601,3285,90872,2014/01/10,6.4,120,40000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
262,The Fault in Our Stars,16.0,11.0,3409.0,124872350,3340,48002523,2014/06/6,6.6,125,12000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
263,Night at the Museum: Secret of the Tomb,0.0,1.0,1417.0,113746621,3914,17100520,2014/12/19,4.9,97,127000000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,Mr. Peabody & Sherman,0.0,0.0,0.0,111506430,3951,32207057,2014/03/7,5.9,92,145000000,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265,300: Rise of an Empire,1.0,3.0,1473.0,106580051,3490,45038460,2014/03/7,5.4,102,110000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,The Maze Runner,2.0,19.0,1451.0,102427862,3638,32512804,2014/09/19,5.9,113,34000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267,The Equalizer,4.0,22.0,1454.0,101530738,3236,34137828,2014/09/26,6.2,128,55000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
268,Noah,3.0,16.0,1471.0,101200044,3571,43720472,2014/03/28,5.1,138,130000000,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
269,Edge of Tomorrow,1.0,37.0,1450.0,100206256,3505,28760246,2014/06/6,6.7,113,178000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
270,Heaven Is for Real,0.0,97.0,1386.0,91443253,3048,22522221,2014/04/16,4.5,96,12000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
271,The Imitation Game,1.0,18.0,1468.0,91125683,2402,479352,2014/12/25,7.2,114,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
272,Dumb and Dumber To,0.0,0.0,0.0,86208010,3188,36111775,2014/11/14,4.3,109,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Annie,14.0,40.0,1431.0,85911262,3197,15861939,2014/12/19,8.0,94,65000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
274,Fury,170.0,61.0,1253.0,85817906,3313,23702421,2014/10/17,6.6,128,80000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
275,Tammy,15.0,49.0,1426.0,84525432,3465,21577049,2014/07/2,4.2,93,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Annabelle,113.0,57.0,3282.0,84273813,3215,37134255,2014/10/3,4.5,98,6500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,The Other Woman,0.0,16.0,1459.0,83911193,3306,24763752,2014/04/25,4.5,84,40000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
278,Penguins of Madagascar,0.0,12.0,1470.0,83850911,3775,25447444,2014/11/26,5.4,92,132000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,The Monuments Men,1.0,3.0,1475.0,78031620,3083,22003433,2014/02/7,5.2,118,70000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
280,Hercules,14.0,40.0,1443.0,72688614,3595,29800263,2014/07/25,4.7,95,100000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,The Purge: Anarchy,5.0,18.0,1451.0,71962800,2856,29816675,2014/07/18,5.7,103,9000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
282,Think Like a Man Too,0.0,61.0,1407.0,65182182,2225,29241911,2014/06/20,4.2,106,24000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283,Exodus: Gods and Kings,0.0,0.0,0.0,65014513,3503,24115934,2014/12/12,5.2,151,140000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,The Nut Job,0.0,13.0,1435.0,64251541,3472,19423000,2014/01/17,4.9,86,30000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,The Grand Budapest Hotel,0.0,116.0,1368.0,59301324,1467,811166,2014/03/28,7.3,99,31000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,RoboCop,8.0,27.0,1456.0,58607007,3372,21681430,2014/02/12,5.0,113,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
287,Dracula Untold,3.0,42.0,1439.0,56280355,2900,23514615,2014/10/10,4.9,92,70000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
288,Horrible Bosses 2,260.0,57.0,1171.0,54445357,3400,15457418,2014/11/26,5.1,105,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,The Hundred-Foot Journey,0.0,16.0,1463.0,54240821,2167,10979290,2014/08/8,6.1,117,22000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,No Good Deed,27.0,210.0,1243.0,52543632,2175,24250283,2014/09/12,4.8,103,13200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,Muppets Most Wanted,3.0,25.0,1458.0,51183113,3194,17005126,2014/03/21,5.2,112,55000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,The Boxtrolls,1.0,29.0,1459.0,50837305,3464,17275239,2014/09/26,6.2,97,60000000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
293,Jack Ryan: Shadow Recruit,1.0,5.0,1483.0,50577412,3387,15451981,2014/01/17,5.3,105,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,If I Stay,18.0,17.0,1448.0,50474843,3157,15679190,2014/08/22,5.4,106,11000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
295,The Book of Life,0.0,15.0,1470.0,50151543,3113,17005218,2014/10/17,5.5,63,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,About Last Night,1.0,10.0,1472.0,48637684,2253,25649011,2014/02/14,4.9,100,13000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
297,Into the Storm,6.0,14.0,1468.0,47602194,3434,17346427,2014/08/8,4.6,87,50000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,Jersey Boys,1.0,28.0,1460.0,47047013,2905,13319371,2014/06/20,6.0,134,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,Blended,4.0,53.0,1430.0,46294610,3555,14284031,2014/05/23,5.1,117,45000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300,The Giver,14.0,212.0,1258.0,45090374,3003,12305016,2014/08/15,5.6,94,25000000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
301,St. Vincent,0.0,22.0,1460.0,44137712,2552,109878,2014/10/24,6.5,103,13000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302,Need for Speed,3.0,21.0,1446.0,43577636,3115,17844939,2014/03/14,5.0,130,66000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,A Million Ways to Die in the West,0.0,5.0,1475.0,43139300,3160,16797385,2014/05/30,4.8,116,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,John Wick,11.0,25.0,1447.0,43037835,2589,14415922,2014/10/24,6.3,101,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,Birdman or (The Unexpected Virtue of Ignorance),0.0,0.0,0.0,42340598,1213,424397,2014/11/14,7.0,118,18000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,Dolphin Tale 2,1.0,14.0,1452.0,42024533,3656,15873397,2014/09/12,5.1,107,36000000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
307,The Expendables 3,3.0,11.0,1458.0,39322544,3221,15879645,2014/08/15,5.1,123,100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Earth to Echo,0.0,9.0,1464.0,38934842,3230,8364658,2014/07/2,4.9,89,13000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,Sex Tape,4.0,22.0,1440.0,38543473,3062,14608152,2014/07/18,3.9,94,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Wild,6.0,19.0,1457.0,37880356,1361,606810,2014/12/19,7.6,140,15000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,August: Osage County,1.0,21.0,1463.0,37738810,2411,179302,2014/01/10,6.7,121,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,Million Dollar Arm,0.0,38.0,1453.0,36457627,3019,10515659,2014/05/16,5.7,123,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,This Is Where I Leave You,0.0,19.0,1463.0,34296320,2868,11558149,2014/09/19,5.4,103,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,The Gambler,12.0,19.0,1440.0,33680992,2494,9129999,2014/12/25,5.9,110,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
315,Paranormal Activity: The Marked Ones,0.0,3.0,1459.0,32462372,2883,18343611,2014/01/3,4.3,84,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
