id,movie_title,twitter_neg,twitter_pos,twitter_neu,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
866,Zombieland: Double Tap,0.0,18.0,1441.0,73123082,3468,26803104,2019/10/18,5.6,99,48000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867,Angel Has Fallen,20.0,33.0,1415.0,69030436,3336,21380987,2019/08/23,5.4,120,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
868,Scary Stories to Tell in the Dark,56.0,3.0,1344.0,68947075,3135,20915346,2019/08/9,5.3,111,28000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
869,Spies in Disguise,6.0,32.0,1320.0,66757013,3502,13354798,2019/12/25,6.2,101,100000000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
870,Terminator: Dark Fate,1.0,10.0,1442.0,62253077,4086,29033832,2019/11/1,5.2,128,185000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
871,A Beautiful Day in the Neighborhood,0.0,27.0,1452.0,61704055,3491,13251238,2019/11/22,6.0,103,45000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
872,Abominable,6.0,22.0,1429.0,60716390,4248,20612100,2019/09/27,6.2,97,75000000,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
873,Dora and the Lost City of Gold,0.0,0.0,0.0,60477943,3735,17431588,2019/08/9,5.0,102,49000000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,Escape Room,35.0,64.0,1375.0,57005601,2717,18238172,2019/01/4,3.4,81,9000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
875,Midway,5.0,11.0,1447.0,56846802,3242,17897419,2019/11/8,5.8,138,100000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
876,The Curse of La Llorona,13.0,4.0,1453.0,54733739,3372,26347631,2019/04/19,4.2,93,9000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
877,Pet Sematary,10.0,10.0,1450.0,54724696,3585,24502775,2019/04/5,5.9,103,21000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
878,What Men Want,1.0,56.0,1410.0,54611903,2912,18232087,2019/02/8,4.4,117,20000000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
879,Ad Astra,1.0,21.0,1448.0,50188370,3460,19001398,2019/09/20,5.8,122,80000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
880,Gemini Man,9.0,15.0,1436.0,48546770,3642,20552372,2019/10/11,4.8,117,140000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
881,Five Feet Apart,9.0,12.0,1431.0,45729221,2866,13190286,2019/03/15,6.2,116,7000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
882,Wonder Park,0.0,6.0,1449.0,45216793,3838,15853646,2019/03/15,5.4,85,100000000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
883,Rambo: Last Blood,3.0,8.0,1451.0,44819352,3618,18872919,2019/09/20,5.5,100,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
884,Harriet,0.0,12.0,1453.0,43082155,2186,11676720,2019/11/1,5.8,125,17000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
885,The Angry Birds Movie 2,4.0,0.0,1128.0,41667116,3869,10354073,2019/08/13,5.4,96,65000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Crawl,5.0,8.0,1463.0,39014193,3170,12005210,2019/07/12,5.8,95,17000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
887,The Intruder,5.0,19.0,1449.0,35419122,2231,10855054,2019/05/3,6.0,95,8000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
888,The Hustle,4.0,18.0,1434.0,35417038,3077,13007709,2019/05/10,4.4,94,21000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,Last Christmas,2.0,9.0,1431.0,35150750,3454,11441055,2019/11/8,5.3,102,30000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
890,Overcomer,2.0,12.0,1410.0,34746945,2293,8146533,2019/08/23,4.5,124,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
891,Jojo Rabbit,12.0,56.0,1393.0,33370906,1173,349555,2019/11/8,7.2,108,14000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
892,Cold Pursuit,1.0,17.0,1433.0,32138862,2630,11030233,2019/02/8,5.2,118,60000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
893,Bombshell,6.0,21.0,1415.0,31762808,1721,319157,2019/12/20,6.2,108,32000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
894,Doctor Sleep,6.0,22.0,1430.0,31581712,3855,14114124,2019/11/8,6.3,151,45000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
895,Dragon Ball Super: Broly,2.0,66.0,1409.0,30712119,1267,9816197,2019/01/16,6.6,100,8500000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
896,Long Shot,0.0,18.0,1466.0,30316271,3230,9740064,2019/05/3,6.3,39,40000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Child's Play,5.0,60.0,1400.0,29208403,3007,14094594,2019/06/21,5.0,90,9000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898,Ready or Not,0.0,0.0,0.0,28714231,2998,8015590,2019/08/21,6.0,95,6000000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
899,21 Bridges,6.0,33.0,1416.0,28539757,2665,9261268,2019/11/22,5.9,99,33000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
900,Happy Death Day 2U,49.0,105.0,1303.0,28148130,3212,9497665,2019/02/13,5.1,100,9000000,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
901,Midsommar,20.0,20.0,1425.0,27426361,2707,6560030,2019/07/3,6.3,145,9000000,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
902,The Art of Racing in the Rain,0.0,0.0,1469.0,26395642,2765,8137584,2019/08/9,6.4,109,18000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
903,Countdown,0.0,1.0,1475.0,25621766,2675,8865082,2019/10/25,4.6,90,6500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
904,On the Basis of Sex,0.0,2.0,1444.0,24622687,1957,686355,2019/01/11,6.4,120,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
905,Fighting with My Family,1.0,16.0,1432.0,22958886,2855,138780,2019/02/22,6.1,108,11000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
906,Booksmart,2.0,47.0,1398.0,22680962,2518,6933620,2019/05/24,6.2,102,6000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Stuber,4.0,37.0,1433.0,22370452,3050,8225384,2019/07/12,5.1,93,16000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,Richard Jewell,3.0,7.0,1373.0,22345542,2502,4705265,2019/12/13,7.1,131,45000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
909,47 Meters Down: Uncaged,0.0,3.0,1333.0,22260900,2883,8427265,2019/08/16,4.3,89,12000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
910,Hellboy,16.0,19.0,1444.0,21903748,3303,12045147,2019/04/12,4.7,120,60000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
911,Shaft,5.0,38.0,1425.0,21360215,2952,8901419,2019/06/14,6.0,100,53012938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
912,The Peanut Butter Falcon,0.0,16.0,1097.0,20457151,1490,204793,2019/08/23,6.4,97,6200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
913,UglyDolls,0.0,24.0,1419.0,20150241,3652,8603407,2019/05/3,4.8,87,45000000,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
914,Unplanned,5.0,17.0,1424.0,19005109,1516,6382298,2019/03/29,5.5,106,6000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
915,Charlie's Angels,1.0,9.0,1435.0,17803077,3452,8351109,2019/11/15,3.9,118,90000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
916,The Farewell,0.0,9.0,1427.0,17695781,891,355662,2019/08/9,6.7,95,3000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
917,Brightburn,14.0,30.0,1419.0,17300439,2607,7845658,2019/05/24,5.6,90,7000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
918,The Good Liar,49.0,43.0,1346.0,17156058,2454,5605051,2019/11/15,5.9,109,10000000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
919,The Kid Who Would Be King,0.0,1.0,1448.0,16790790,3528,7173887,2019/01/25,5.4,120,59000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
920,Late Night,2.0,11.0,1459.0,15499454,2220,246305,2019/06/14,5.6,102,4000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Miss Bala,18.0,17.0,1412.0,15006824,2203,6864744,2019/02/1,5.6,113,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
922,If Beale Street Could Talk,0.0,9.0,1438.0,14915773,1018,224476,2019/01/11,6.3,119,12000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
923,The Prodigy,10.0,15.0,1450.0,14856291,2530,5853061,2019/02/8,3.6,120,6000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
924,Poms,3.0,40.0,1246.0,13631124,2750,5361937,2019/05/10,4.5,91,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,The Kitchen,0.0,4.0,1454.0,12180032,2745,5527410,2019/08/9,4.7,102,38000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
926,After,2.0,2.0,1465.0,12138565,2138,6002349,2019/04/12,5.6,117,14000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
927,Blinded by the Light,0.0,8.0,1458.0,11901145,2307,4333305,2019/08/16,6.2,118,15000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
928,The Lighthouse,3.0,14.0,1444.0,10867104,978,427797,2019/11/1,5.2,102,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
929,Black Christmas,2.0,8.0,1460.0,10429730,2625,4240245,2019/12/13,6.2,98,9000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
930,The Best of Enemies,6.0,67.0,1179.0,10205616,1705,4446190,2019/04/5,6.2,104,10000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
931,Hotel Mumbai,18.0,19.0,1028.0,9651611,930,88065,2019/03/29,6.6,125,17300000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
932,Motherless Brooklyn,21.0,12.0,1267.0,9277736,1342,3500454,2019/11/1,6.0,144,26000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
933,Serenity,7.0,26.0,1446.0,8547045,2561,4415403,2019/01/25,4.3,106,39000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
934,Anna,0.0,44.0,1395.0,7743794,2114,3600647,2019/06/21,5.7,64,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
935,Jexi,3.0,48.0,1088.0,6546159,2332,3106730,2019/10/11,4.9,84,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Captive State,1.0,20.0,1340.0,5958315,2549,3131525,2019/03/15,5.3,109,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
937,Stan & Ollie,0.0,0.0,0.0,5470235,754,78104,2019/01/25,6.5,97,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
938,The Goldfinch,3.0,15.0,1362.0,5332621,2542,2679027,2019/09/13,5.5,149,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
939,The Sun Is Also a Star,0.0,8.0,1335.0,4950029,2073,2511530,2019/05/17,4.9,100,9000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
940,Jay and Silent Bob Reboot,0.0,0.0,0.0,4589490,788,93520,2019/10/15,4.6,105,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Tolkien,2.0,11.0,1464.0,4535154,1501,2200537,2019/05/10,5.7,112,20000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
942,Brian Banks,2.0,9.0,1352.0,4376819,1240,2156272,2019/08/9,6.4,99,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
943,Replicas,1.0,10.0,1436.0,4046429,2329,2375325,2019/01/11,4.4,107,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
944,The Beach Bum,0.0,19.0,1422.0,3502600,1100,1763070,2019/03/29,5.4,95,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,El Chicano,0.0,2.0,657.0,1400603,605,700261,2019/05/3,4.6,107,8000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
946,Teen Spirit,3.0,71.0,725.0,441366,696,43620,2019/04/19,5.2,92,16000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
