,movie_title,metacritic_pos,metacritic_neg,metacritic_neu,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
435,In the Heart of the Sea,72.0,23.0,3.0,25020758,3103,11053366,2015/12/11,6.2,121,100000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436,The Gallows,22.0,27.0,2.0,22764410,2720,9808463,2015/07/10,3.7,81,100000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
437,Hitman: Agent 47,42.0,46.0,5.0,22467450,3273,8326530,2015/08/21,4.5,96,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,Project Almanac,49.0,23.0,2.0,22348241,2900,8310252,2015/01/30,5.6,106,12000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,Black or White,18.0,16.0,4.0,21571189,1823,6213362,2015/01/30,5.3,121,9000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,Aloha,40.0,22.0,5.0,21067116,2815,9670235,2015/05/29,4.3,105,37000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
441,Secret in Their Eyes,51.0,12.0,4.0,20180155,2392,6652996,2015/11/20,5.3,111,20000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
442,Still Alice,56.0,22.0,8.0,18754371,1318,197000,2015/02/20,6.8,101,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443,Paranormal Activity: The Ghost Dimension,19.0,23.0,2.0,18300124,1656,8070493,2015/10/23,4.2,88,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
444,Steve Jobs,104.0,28.0,13.0,17766658,2493,521522,2015/10/23,6.1,121,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,Dope,59.0,11.0,2.0,17506470,2002,6100010,2015/06/19,6.2,103,7000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,Seventh Son,40.0,27.0,5.0,17223265,2875,7217640,2015/02/6,4.3,102,95000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,The Transporter Refueled,20.0,20.0,4.0,16029670,3434,7355622,2015/09/4,4.3,96,22000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,It Follows,74.0,55.0,8.0,14674076,1655,160089,2015/03/27,6.3,100,2000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,American Ultra,65.0,20.0,3.0,14440985,2778,5454284,2015/08/21,5.1,95,28000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Woodlawn,10.0,2.0,0.0,14394097,1553,4002226,2015/10/16,5.1,123,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451,Burnt,32.0,16.0,4.0,13651946,3003,5002521,2015/10/30,5.2,100,20000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
452,Hot Tub Time Machine 2,39.0,15.0,7.0,12314651,2901,5963324,2015/02/20,3.7,93,14000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
453,Self/less,0.0,0.0,0.0,12279691,2353,5403460,2015/07/10,5.4,116,26000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
454,Far from the Madding Crowd,53.0,3.0,1.0,12236500,902,164985,2015/05/22,7.0,169,15495600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
455,The 33,22.0,14.0,6.0,12227722,2452,5787266,2015/11/13,5.8,127,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
456,Foxcatcher,91.0,42.0,10.0,12096300,759,270877,2015/01/16,6.3,130,24000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,Unfinished Business,25.0,11.0,4.0,10219501,2777,4772613,2015/03/6,6.4,95,35000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
458,The Walk,14.0,2.0,2.0,10137502,2509,1560299,2015/10/9,6.3,116,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,Inherent Vice,98.0,29.0,4.0,8110975,653,328184,2015/01/9,6.0,148,20000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
460,Blackhat,43.0,25.0,2.0,8005980,2568,3901815,2015/01/16,4.7,133,70000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,Trumbo,50.0,15.0,5.0,7857741,660,74177,2015/11/27,7.2,96,15000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Mortdecai,45.0,18.0,5.0,7696134,2648,4200586,2015/01/23,4.2,106,60000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,While We're Young,61.0,15.0,5.0,7587485,762,227688,2015/04/17,5.7,97,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
464,The Green Inferno,0.0,0.0,0.0,7192291,1543,3520626,2015/09/25,4.9,103,1000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
465,Our Brand Is Crisis,29.0,14.0,6.0,7002261,2202,3238433,2015/10/30,6.8,87,28000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Me and Earl and the Dying Girl,67.0,12.0,3.0,6758416,870,196496,2015/07/3,7.1,105,8000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
467,Little Boy,26.0,11.0,5.0,6485961,1045,2750356,2015/04/24,6.3,100,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
468,Victor Frankenstein,41.0,10.0,2.0,5775076,2797,2469341,2015/11/25,4.7,109,40000000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
469,A Most Violent Year,59.0,38.0,2.0,5749134,818,172788,2015/01/30,6.6,124,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
470,Danny Collins,38.0,3.0,3.0,5637066,739,72459,2015/04/10,6.1,106,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
471,90 Minutes in Heaven,6.0,5.0,0.0,4842699,899,2035273,2015/09/11,3.8,121,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,Scouts Guide to the Zombie Apocalypse,30.0,12.0,5.0,3703046,1509,1841007,2015/10/30,5.4,90,15000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,We Are Your Friends,43.0,9.0,3.0,3591417,2333,1767308,2015/08/28,5.7,96,2000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
474,Rock the Kasbah,19.0,24.0,3.0,3020664,2012,1470592,2015/10/23,4.6,100,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Truth,30.0,3.0,2.0,2541854,1122,66232,2015/10/30,6.1,30,9600000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,My All-American,15.0,4.0,1.0,2246000,1565,1365000,2015/11/13,6.3,118,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
477,Jem and the Holograms,18.0,9.0,5.0,2184640,2417,1375320,2015/10/23,3.7,118,5000000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
478,The Diary of a Teenage Girl,43.0,8.0,7.0,1477002,795,52334,2015/08/28,6.3,102,2000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
479,The D Train,23.0,11.0,4.0,673151,1009,469000,2015/05/8,4.7,97,3000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480,Rogue One: A Star Wars Story,0.0,0.0,0.0,532177324,4157,155081681,2016/12/16,6.9,133,200000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
481,Finding Dory,125.0,14.0,6.0,486295561,4305,135060273,2016/06/17,6.6,103,200000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Captain America: Civil War,116.0,32.0,3.0,408084349,4226,179139142,2016/05/6,6.8,147,250000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
483,The Secret Life of Pets,115.0,18.0,6.0,368384330,4381,104352905,2016/07/8,5.7,87,75000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,The Jungle Book,116.0,13.0,13.0,364001123,4144,103261464,2016/04/15,4.6,111,175000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
485,Deadpool,14.0,7.0,2.0,363070709,3856,132434639,2016/02/12,6.8,106,58000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,Zootopia,128.0,6.0,8.0,341268248,3959,75063401,2016/03/4,7.1,108,150000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487,Batman v Superman: Dawn of Justice,105.0,54.0,4.0,330360194,4256,166007347,2016/03/25,5.5,153,263000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
488,Suicide Squad,0.0,0.0,0.0,325100054,4255,133682248,2016/08/5,4.7,123,175000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
489,Moana,123.0,10.0,8.0,248757044,3875,56631401,2016/11/23,6.8,113,150000000,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
490,Fantastic Beasts and Where to Find Them,127.0,16.0,3.0,234037575,4144,74403387,2016/11/18,6.2,133,180000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,Doctor Strange,123.0,19.0,5.0,232641920,3882,85058311,2016/11/4,6.5,115,165000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,The Revenant,106.0,32.0,8.0,183637894,3711,474560,2016/01/8,5.8,114,135000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,Jason Bourne,98.0,42.0,9.0,162434410,4039,59215365,2016/07/29,5.9,123,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
494,Star Trek Beyond,108.0,35.0,7.0,158848340,3928,59253211,2016/07/22,6.0,120,185000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,X-Men: Apocalypse,86.0,50.0,10.0,155442489,4153,65769562,2016/05/27,5.9,143,178000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
496,La La Land,128.0,14.0,11.0,151101803,3236,881104,2016/12/25,7.5,127,20000000,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
497,Kung Fu Panda 3,84.0,36.0,6.0,143528619,3987,41282042,2016/01/29,6.0,95,140000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Ghostbusters,61.0,6.0,2.0,128350574,3963,46018755,2016/07/15,4.6,117,144000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,Central Intelligence,78.0,13.0,4.0,127440871,3508,35535250,2016/06/17,5.0,114,50000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,The Legend of Tarzan,0.0,0.0,0.0,126643061,3591,38527856,2016/07/1,5.2,109,180000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Sully,106.0,21.0,5.0,125070033,3955,35028301,2016/09/9,6.6,96,60000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
502,Bad Moms,59.0,26.0,5.0,113257297,3215,23817340,2016/07/29,4.9,101,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,The Angry Birds Movie,0.0,0.0,0.0,107509366,3932,38155177,2016/05/20,5.1,97,73000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Independence Day: Resurgence,0.0,0.0,0.0,103144286,4130,41039944,2016/06/24,4.2,119,165000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
505,Arrival,114.0,31.0,6.0,100546139,3115,24074047,2016/11/11,7.3,116,47000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
506,Passengers,120.0,23.0,3.0,100014699,3478,14869736,2016/12/21,4.8,94,110000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
507,Sausage Party,104.0,29.0,5.0,97685686,3135,34263534,2016/08/12,5.2,89,19000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,The Magnificent Seven,99.0,29.0,5.0,93432655,3696,34703397,2016/09/23,5.9,132,90000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,Ride Along 2,42.0,13.0,4.0,91221830,3192,35243095,2016/01/15,4.5,101,40000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Teenage Mutant Ninja Turtles: Out of the Shadows,84.0,37.0,2.0,82051601,4071,35316382,2016/06/3,4.9,112,135000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,The Purge: Election Year,50.0,32.0,6.0,79213375,2821,31515110,2016/07/1,5.3,105,10000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
512,Alice Through the Looking Glass,0.0,0.0,0.0,77041381,3763,26858726,2016/05/27,5.4,113,170000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,Storks,49.0,14.0,3.0,72679278,3922,21311407,2016/09/23,5.8,87,70000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,10 Cloverfield Lane,106.0,29.0,7.0,72082998,3427,24727437,2016/03/11,6.4,103,15000000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
515,Lights Out,54.0,41.0,8.0,67268835,2835,21688103,2016/07/22,5.2,81,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
516,Hacksaw Ridge,98.0,39.0,5.0,67209615,2971,15190758,2016/11/4,7.2,131,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
517,Now You See Me 2,70.0,25.0,8.0,65075540,3232,22383146,2016/06/10,5.1,129,90000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518,London Has Fallen,47.0,52.0,6.0,62524260,3492,21635601,2016/03/4,4.8,99,60000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
519,Miracles from Heaven,30.0,5.0,1.0,61705123,3155,14812393,2016/03/16,5.2,109,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
520,Deepwater Horizon,75.0,33.0,3.0,61433527,3403,20223544,2016/09/30,6.0,107,156000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
521,My Big Fat Greek Wedding 2,35.0,10.0,6.0,59689605,3179,17861950,2016/03/25,4.6,94,18000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
522,Jack Reacher: Never Go Back,66.0,16.0,5.0,58697076,3780,22872490,2016/10/21,4.9,118,60000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523,Fences,83.0,10.0,4.0,57682904,2368,129462,2016/12/25,6.3,139,24000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
524,Me Before You,69.0,12.0,7.0,56245075,2762,18723269,2016/06/3,6.3,110,20000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
525,The BFG,87.0,18.0,4.0,55483770,3392,18775350,2016/07/1,6.6,87,140000000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
526,Neighbors 2: Sorority Rising,0.0,0.0,0.0,55455765,3416,21760405,2016/05/20,4.7,92,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,The Shallows,80.0,29.0,2.0,55124043,2962,16800868,2016/06/24,5.3,87,13000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
528,Office Christmas Party,38.0,14.0,3.0,54767494,3210,16890204,2016/12/9,4.5,105,45000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Kubo and the Two Strings,114.0,20.0,3.0,48023088,3279,12608372,2016/08/19,7.2,101,55000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
530,Manchester by the Sea,108.0,37.0,7.0,47695371,1213,256498,2016/12/16,7.1,135,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
531,Warcraft,104.0,33.0,3.0,47365290,3406,24166110,2016/06/10,5.6,123,160000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
532,How to Be Single,30.0,12.0,7.0,46843513,3357,17878911,2016/02/12,4.8,110,37000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,Mike and Dave Need Wedding Dates,47.0,12.0,13.0,46009673,3008,16628170,2016/07/8,4.7,96,33000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,War Dogs,0.0,0.0,0.0,43034523,3258,14685305,2016/08/19,6.3,114,50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
535,Almost Christmas,24.0,4.0,2.0,42158780,2379,15134235,2016/11/11,4.8,112,17000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Money Monster,63.0,31.0,4.0,41012075,3104,14788157,2016/05/13,5.7,100,27000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
537,Allied,67.0,13.0,6.0,40098064,3160,12701743,2016/11/23,6.2,124,106000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
538,Risen,47.0,5.0,4.0,36880033,2915,11801271,2016/02/19,5.4,107,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
539,The Nice Guys,114.0,30.0,5.0,36261763,2865,11203270,2016/05/20,6.2,116,50000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,The Boy,0.0,0.0,0.0,35819556,2671,10778392,2016/01/22,6.9,94,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
541,Dirty Grandpa,44.0,51.0,6.0,35593113,2912,11111875,2016/01/22,4.2,102,11500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Ouija: Origin of Evil,36.0,31.0,6.0,35144505,3168,14065500,2016/10/21,5.2,99,9000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
543,The 5th Wave,86.0,33.0,11.0,34916787,2908,10326356,2016/01/22,4.0,112,38000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,Inferno,21.0,25.0,8.0,34343574,3576,14860425,2016/10/28,5.1,121,75000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
545,Gods of Egypt,73.0,41.0,10.0,31153464,3117,14123903,2016/02/26,4.1,127,140000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
546,Collateral Beauty,51.0,21.0,5.0,31016021,3028,7102085,2016/12/16,5.9,94,36000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
547,Zoolander 2,51.0,39.0,5.0,28848693,3418,13841146,2016/02/12,4.0,102,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Moonlight,108.0,33.0,8.0,27854932,1564,402075,2016/11/18,6.8,111,1500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
549,Florence Foster Jenkins,66.0,8.0,6.0,27383770,1528,6601313,2016/08/12,6.1,110,29000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
550,Hell or High Water,104.0,34.0,7.0,27007844,1505,621329,2016/08/26,7.2,102,12000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
551,Ben-Hur,21.0,2.0,1.0,26410477,3084,11203815,2016/08/19,7.7,143,95000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,The Witch,20.0,1.0,1.0,25138705,2204,8800230,2016/02/19,6.2,92,3500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
553,Whiskey Tango Foxtrot,41.0,20.0,5.0,23083334,2413,7450275,2016/03/4,5.6,112,35000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
554,Snowden,66.0,18.0,6.0,21587519,2443,8000058,2016/09/16,6.4,134,50000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
555,Mechanic: Resurrection,33.0,7.0,4.0,21218403,2258,7456525,2016/08/26,4.8,99,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
556,Free State of Jones,60.0,21.0,3.0,20810036,2815,7572206,2016/06/24,6.4,139,50000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
557,Keanu,58.0,13.0,2.0,20591853,2681,9453224,2016/04/29,5.0,98,15000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Middle School: The Worst Years of My Life,19.0,5.0,1.0,20007149,2822,6878437,2016/10/7,4.9,91,8500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Nine Lives,28.0,14.0,5.0,19700032,2264,6249915,2016/08/5,4.3,87,30000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
560,Eye in the Sky,46.0,42.0,4.0,18704595,1089,113803,2016/04/1,6.2,90,13000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
561,Bad Santa 2,20.0,25.0,3.0,17782178,2945,6176680,2016/11/23,4.7,92,26000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Masterminds,0.0,0.0,0.0,17368022,3042,6541205,2016/09/30,3.9,106,25000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
563,Norm of the North,33.0,51.0,6.0,17062499,2411,6844137,2016/01/15,3.4,86,18000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Eddie the Eagle,61.0,6.0,2.0,15789389,2044,6084682,2016/02/26,6.4,101,23000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
565,The Infiltrator,43.0,16.0,5.0,15436808,1601,5303775,2016/07/13,6.2,127,47500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,Keeping Up with the Joneses,42.0,9.0,5.0,14904426,3022,5461475,2016/10/21,4.7,105,40000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Room,112.0,16.0,12.0,14677654,862,118298,2016/01/22,7.7,118,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,The Edge of Seventeen,62.0,5.0,6.0,14431633,1945,4754215,2016/11/18,6.4,102,9000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
569,Love & Friendship,0.0,0.0,0.0,14016568,826,133513,2016/06/3,5.2,93,3000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
570,Carol,126.0,13.0,5.0,12711491,790,253510,2016/01/15,7.0,118,11800000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
571,Triple 9,36.0,29.0,3.0,12639297,2205,6109085,2016/02/26,5.6,115,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
572,The Light Between Oceans,49.0,13.0,4.0,12545979,1500,4765838,2016/09/2,6.3,130,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
573,Fifty Shades of Black,12.0,17.0,5.0,11686940,2075,5900528,2016/01/29,2.8,92,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,The Danish Girl,75.0,15.0,6.0,11114018,794,187318,2016/01/22,6.8,120,15000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
575,Café Society,58.0,10.0,6.0,11103205,631,359289,2016/08/5,6.4,96,30000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
576,Pride and Prejudice and Zombies,41.0,19.0,2.0,10938134,2931,5324240,2016/02/5,4.5,108,28000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
577,Nocturnal Animals,97.0,38.0,7.0,10663357,1262,492648,2016/12/9,7.1,115,22500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
578,Popstar: Never Stop Never Stopping,68.0,11.0,14.0,9639125,2313,4698715,2016/06/3,5.9,86,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Hardcore Henry,0.0,0.0,0.0,9252038,3015,5107604,2016/04/8,6.1,96,2000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
580,Meet the Blacks,4.0,11.0,1.0,9097072,1015,4055940,2016/04/1,2.5,90,900000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
581,Queen of Katwe,44.0,4.0,2.0,8874389,1259,304933,2016/09/30,6.6,124,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
582,Shut In,13.0,10.0,3.0,6900335,2058,3613567,2016/11/11,3.9,91,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
583,The Brothers Grimsby,0.0,0.0,0.0,6874837,2235,3258327,2016/03/11,5.4,80,35000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,The Young Messiah,11.0,6.0,3.0,6490401,1769,3294876,2016/03/11,4.9,111,16800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
585,Bleed for This,32.0,10.0,3.0,5083906,1549,2366810,2016/11/18,6.3,116,16000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
586,Incarnate,13.0,10.0,1.0,4799774,1737,2534884,2016/12/2,4.5,86,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
587,Hands of Stone,31.0,7.0,6.0,4712792,2011,1751388,2016/08/26,6.0,105,20000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
588,Swiss Army Man,75.0,18.0,3.0,4210454,636,105453,2016/07/1,6.3,95,3000000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
589,Morgan,13.0,4.0,6.0,3915251,2020,2012709,2016/09/2,5.2,87,8000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
590,Max Steel,8.0,13.0,3.0,3818664,2034,2182216,2016/10/14,3.4,92,10000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
591,Miss Sloane,44.0,14.0,3.0,3500605,1648,59797,2016/12/9,7.0,132,18000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
592,Green Room,53.0,41.0,5.0,3220371,777,87984,2016/05/13,6.1,94,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
593,The Disappointments Room,2.0,12.0,1.0,2423468,1554,1402823,2016/09/9,3.3,92,15000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
