,movie_title,metacritic_pos,metacritic_neg,metacritic_neu,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
275,Tammy,45.0,28.0,4.0,84525432,3465,21577049,2014/07/2,4.2,93,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Annabelle,0.0,0.0,0.0,84273813,3215,37134255,2014/10/3,4.5,98,6500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,The Other Woman,52.0,28.0,3.0,83911193,3306,24763752,2014/04/25,4.5,84,40000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
278,Penguins of Madagascar,60.0,13.0,3.0,83850911,3775,25447444,2014/11/26,5.4,92,132000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,The Monuments Men,84.0,36.0,6.0,78031620,3083,22003433,2014/02/7,5.2,118,70000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
280,Hercules,21.0,6.0,1.0,72688614,3595,29800263,2014/07/25,4.7,95,100000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,The Purge: Anarchy,66.0,48.0,8.0,71962800,2856,29816675,2014/07/18,5.7,103,9000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
282,Think Like a Man Too,0.0,0.0,0.0,65182182,2225,29241911,2014/06/20,4.2,106,24000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283,Exodus: Gods and Kings,91.0,44.0,7.0,65014513,3503,24115934,2014/12/12,5.2,151,140000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,The Nut Job,0.0,0.0,0.0,64251541,3472,19423000,2014/01/17,4.9,86,30000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,The Grand Budapest Hotel,121.0,18.0,5.0,59301324,1467,811166,2014/03/28,7.3,99,31000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,RoboCop,35.0,9.0,5.0,58607007,3372,21681430,2014/02/12,5.0,113,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
287,Dracula Untold,92.0,28.0,8.0,56280355,2900,23514615,2014/10/10,4.9,92,70000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
288,Horrible Bosses 2,56.0,24.0,7.0,54445357,3400,15457418,2014/11/26,5.1,105,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,The Hundred-Foot Journey,50.0,13.0,6.0,54240821,2167,10979290,2014/08/8,6.1,117,22000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,No Good Deed,20.0,21.0,1.0,52543632,2175,24250283,2014/09/12,4.8,103,13200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,Muppets Most Wanted,56.0,17.0,3.0,51183113,3194,17005126,2014/03/21,5.2,112,55000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,The Boxtrolls,46.0,13.0,7.0,50837305,3464,17275239,2014/09/26,6.2,97,60000000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
293,Jack Ryan: Shadow Recruit,81.0,22.0,6.0,50577412,3387,15451981,2014/01/17,5.3,105,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,If I Stay,46.0,23.0,5.0,50474843,3157,15679190,2014/08/22,5.4,106,11000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
295,The Book of Life,0.0,0.0,0.0,50151543,3113,17005218,2014/10/17,5.5,63,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,About Last Night,38.0,3.0,2.0,48637684,2253,25649011,2014/02/14,4.9,100,13000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
297,Into the Storm,3.0,0.0,1.0,47602194,3434,17346427,2014/08/8,4.6,87,50000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,Jersey Boys,54.0,18.0,9.0,47047013,2905,13319371,2014/06/20,6.0,134,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,Blended,50.0,21.0,7.0,46294610,3555,14284031,2014/05/23,5.1,117,45000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300,The Giver,79.0,20.0,4.0,45090374,3003,12305016,2014/08/15,5.6,94,25000000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
301,St. Vincent,78.0,12.0,7.0,44137712,2552,109878,2014/10/24,6.5,103,13000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302,Need for Speed,92.0,36.0,6.0,43577636,3115,17844939,2014/03/14,5.0,130,66000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,A Million Ways to Die in the West,105.0,31.0,5.0,43139300,3160,16797385,2014/05/30,4.8,116,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,John Wick,97.0,30.0,10.0,43037835,2589,14415922,2014/10/24,6.3,101,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,Birdman or (The Unexpected Virtue of Ignorance),0.0,0.0,0.0,42340598,1213,424397,2014/11/14,7.0,118,18000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,Dolphin Tale 2,27.0,8.0,1.0,42024533,3656,15873397,2014/09/12,5.1,107,36000000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
307,The Expendables 3,84.0,35.0,12.0,39322544,3221,15879645,2014/08/15,5.1,123,100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Earth to Echo,45.0,21.0,6.0,38934842,3230,8364658,2014/07/2,4.9,89,13000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,Sex Tape,36.0,42.0,2.0,38543473,3062,14608152,2014/07/18,3.9,94,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Wild,71.0,32.0,5.0,37880356,1361,606810,2014/12/19,7.6,140,15000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,August: Osage County,70.0,25.0,4.0,37738810,2411,179302,2014/01/10,6.7,121,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,Million Dollar Arm,50.0,3.0,5.0,36457627,3019,10515659,2014/05/16,5.7,123,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,This Is Where I Leave You,52.0,20.0,0.0,34296320,2868,11558149,2014/09/19,5.4,103,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,The Gambler,49.0,18.0,4.0,33680992,2494,9129999,2014/12/25,5.9,110,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
315,Paranormal Activity: The Marked Ones,32.0,37.0,5.0,32462372,2883,18343611,2014/01/3,4.3,84,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
316,Nightcrawler,112.0,27.0,6.0,32381217,2766,10441000,2014/10/31,7.3,113,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,Get on Up,49.0,13.0,5.0,30703100,2469,13585915,2014/08/1,6.3,138,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,3 Days to Kill,35.0,30.0,2.0,30697999,2872,12242218,2014/02/21,4.9,117,28000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
319,Deliver Us from Evil,20.0,40.0,3.0,30577122,3049,9740471,2014/07/2,6.4,100,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320,When the Game Stands Tall,28.0,5.0,4.0,30127963,2766,8381509,2014/08/22,5.5,111,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
321,Draft Day,42.0,13.0,2.0,28842237,2781,9783603,2014/04/11,6.1,109,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,Oculus,52.0,59.0,9.0,27695246,2648,12005402,2014/04/11,5.6,105,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
323,The Best of Me,26.0,9.0,3.0,26766213,2936,10003827,2014/10/17,5.3,117,26000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
324,A Walk Among the Tombstones,62.0,25.0,1.0,26307600,2714,12758780,2014/09/19,5.8,114,28000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
325,That Awkward Moment,41.0,12.0,4.0,26068955,2809,8742109,2014/01/31,4.7,94,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Her,71.0,12.0,12.0,25568251,1729,260382,2014/01/10,7.5,126,23000000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
327,Boyhood,99.0,40.0,9.0,25352281,775,387618,2014/08/15,7.3,159,4000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,Top Five,76.0,9.0,4.0,25317471,1426,6896593,2014/12/12,5.5,101,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,The November Man,34.0,21.0,5.0,25018119,2776,7911597,2014/08/27,5.2,108,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330,Endless Love,29.0,10.0,4.0,23438250,2896,13307125,2014/02/14,4.8,116,20000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
331,Transcendence,93.0,38.0,12.0,23022309,3455,10886386,2014/04/18,5.2,119,100000000,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
332,Brick Mansions,27.0,23.0,4.0,20396829,2647,9516855,2014/04/25,4.5,90,28000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,The Legend of Hercules,0.0,0.0,0.0,18848538,2104,8868318,2014/01/10,3.3,99,70000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,Nebraska,90.0,12.0,7.0,17654912,968,140401,2014/01/24,7.4,115,12000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,Addicted,6.0,7.0,1.0,17390770,1037,7485346,2014/10/10,3.6,105,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
336,A Haunted House 2,15.0,25.0,0.0,17329486,2310,8843875,2014/04/18,3.7,87,4000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,A Most Wanted Man,61.0,18.0,9.0,17237855,801,2687227,2014/08/1,6.2,121,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,Begin Again,60.0,10.0,6.0,16170632,1302,134064,2014/07/11,6.8,104,8000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
339,Devil's Due,20.0,22.0,2.0,15821461,2544,8308220,2014/01/17,3.4,89,7000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
340,And So It Goes,24.0,10.0,5.0,15160801,1816,4642329,2014/07/25,4.8,94,18000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
341,Beyond the Lights,30.0,3.0,1.0,14618727,1789,6200284,2014/11/14,5.7,116,7000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
342,Sin City: A Dame to Kill For,0.0,0.0,0.0,13757804,2894,6317683,2014/08/22,5.7,102,65000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
343,Labor Day,47.0,13.0,6.0,13371528,2584,5175282,2014/01/31,6.0,112,18000000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
344,Inside Llewyn Davis,112.0,27.0,8.0,13235319,729,405411,2014/01/10,6.7,105,11000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,The Drop,0.0,0.0,0.0,10724389,1192,4104552,2014/09/12,6.4,106,12600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
346,Sabotage,28.0,35.0,3.0,10508518,2486,5272444,2014/03/28,6.7,76,35000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
347,Bad Words,38.0,29.0,6.0,7779614,1074,113301,2014/03/28,5.6,86,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,The Railway Man,25.0,19.0,5.0,4438438,600,61845,2014/05/23,5.9,111,18000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,Wish I Was Here,35.0,10.0,3.0,3591299,753,484401,2014/07/25,5.6,110,6000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,Before I Go to Sleep,29.0,20.0,6.0,3242457,1902,1843347,2014/10/31,5.4,92,22000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
351,Tusk,48.0,35.0,4.0,1826705,602,846831,2014/09/19,4.2,119,3000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,The Rover,47.0,23.0,6.0,1114423,608,69302,2014/06/20,5.7,107,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,23 Blast,9.0,1.0,1.0,549185,617,337091,2014/10/24,5.2,98,1000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354,Jurassic World,88.0,54.0,7.0,652270625,4291,208806270,2015/06/12,5.8,124,215000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
355,Avengers: Age of Ultron,117.0,19.0,11.0,459005868,4276,191271109,2015/05/1,6.3,141,365000000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
356,Furious 7,91.0,50.0,7.0,353007020,4022,147187040,2015/04/3,5.8,137,190000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,American Sniper,64.0,75.0,5.0,350126372,3885,633456,2015/01/16,6.4,132,58000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
358,Minions,103.0,24.0,7.0,336045770,4311,115718405,2015/07/10,5.7,91,74000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,The Hunger Games: Mockingjay - Part 2,95.0,39.0,7.0,281723902,4175,102665981,2015/11/20,5.6,137,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
360,The Martian,116.0,20.0,6.0,228433663,3854,54308575,2015/10/2,7.0,142,108000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
361,Cinderella,124.0,17.0,4.0,201151353,3848,67877361,2015/03/13,4.4,112,95000000,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
362,Spectre,101.0,36.0,10.0,200074609,3929,70403148,2015/11/6,6.0,148,300000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,Pitch Perfect 2,93.0,17.0,5.0,184296230,3660,69216890,2015/05/15,5.3,115,29000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Ant-Man,0.0,0.0,0.0,180202163,3868,57225526,2015/07/17,6.2,117,130000000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
365,Home,0.0,0.0,0.0,177397510,3801,52107731,2015/03/27,5.7,100,130000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,Hotel Transylvania 2,59.0,14.0,6.0,169700110,3768,48464322,2015/09/25,5.7,83,80000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,Fifty Shades of Grey,72.0,61.0,12.0,166167230,3655,85171450,2015/02/13,3.6,124,40000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
368,The SpongeBob Movie: Sponge Out of Water,104.0,14.0,4.0,162994032,3680,55365012,2015/02/6,5.1,93,74000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Straight Outta Compton,109.0,22.0,8.0,161197785,3142,60200180,2015/08/14,7.0,147,28000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,San Andreas,76.0,60.0,6.0,155190832,3812,54588173,2015/05/29,4.7,114,110000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Mad Max: Fury Road,0.0,0.0,0.0,153636354,3722,45428128,2015/05/15,7.1,120,150000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
372,The Divergent Series: Insurgent,95.0,34.0,10.0,130179072,3875,52263680,2015/03/20,5.3,119,110000000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
373,The Peanuts Movie,0.0,0.0,0.0,130178411,3902,44213073,2015/11/6,6.2,93,99000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Kingsman: The Secret Service,115.0,30.0,3.0,128261724,3282,36206331,2015/02/13,6.8,129,94000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
375,The Good Dinosaur,115.0,17.0,2.0,123087120,3749,39155217,2015/11/25,6.2,100,187500000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Trainwreck,116.0,19.0,7.0,110212700,3171,30097040,2015/07/17,5.1,125,35000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
377,Creed,90.0,39.0,8.0,109767581,3502,29632823,2015/11/25,6.6,132,37000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378,Tomorrowland,112.0,26.0,8.0,93436322,3972,33028165,2015/05/22,5.6,130,170000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,Taken 3,0.0,0.0,0.0,89256424,3594,39201657,2015/01/9,5.1,109,48000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,Alvin and the Chipmunks: The Road Chip,0.0,0.0,0.0,85886987,3705,14287159,2015/12/18,3.9,86,90000000,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
381,Maze Runner: The Scorch Trials,84.0,34.0,9.0,81697192,3792,30316510,2015/09/18,5.2,131,61000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,Ted 2,103.0,29.0,5.0,81476385,3448,33507870,2015/06/26,5.1,115,68000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,Goosebumps,64.0,12.0,2.0,80080379,3618,23618556,2015/10/16,5.2,103,58000000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
384,Pixels,94.0,37.0,5.0,78747585,3723,24011616,2015/07/24,4.7,105,90000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,Paddington,94.0,9.0,2.0,76271832,3355,18966676,2015/01/16,6.1,95,55000000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,Bridge of Spies,118.0,22.0,7.0,72313754,2873,15371203,2015/10/16,6.8,135,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
387,Paul Blart: Mall Cop 2,52.0,40.0,5.0,71038190,3633,23762435,2015/04/17,3.4,94,38000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,The Big Short,106.0,31.0,7.0,70259870,2529,705527,2015/12/23,6.8,123,28000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
389,War Room,29.0,16.0,0.0,67790117,1945,11351389,2015/08/28,4.9,120,3000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,Magic Mike XXL,48.0,15.0,7.0,66013057,3376,12857184,2015/07/1,4.2,115,14500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,The Visit,84.0,44.0,6.0,65206105,3148,25427560,2015/09/11,5.9,94,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
392,The Wedding Ringer,44.0,13.0,2.0,64460211,3003,20649306,2015/01/16,5.3,98,23000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Black Mass,96.0,24.0,12.0,62575678,3188,22635037,2015/09/18,6.1,122,53000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
394,Vacation,0.0,0.0,0.0,58884188,3430,14681108,2015/07/29,5.4,103,31000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,The Perfect Guy,15.0,5.0,1.0,57027435,2230,25888154,2015/09/11,4.3,100,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
396,The Hateful Eight,77.0,64.0,8.0,54117416,2938,4610676,2015/12/30,7.3,167,62000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
397,Focus,75.0,31.0,6.0,53862963,3323,18685137,2015/02/27,5.5,104,65000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
398,Southpaw,78.0,21.0,9.0,52421953,2772,16701294,2015/07/24,6.5,124,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,Selma,105.0,24.0,7.0,52076908,2235,571450,2015/01/9,6.6,123,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,Poltergeist,64.0,34.0,3.0,47425125,3242,22620386,2015/05/22,4.2,93,35000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
401,Jupiter Ascending,99.0,31.0,7.0,47387723,3181,18372372,2015/02/6,4.4,127,179000000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
402,Sicario,0.0,0.0,0.0,46889293,2620,401288,2015/10/2,6.9,121,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
403,The Man from U.N.C.L.E.,120.0,14.0,5.0,45445109,3673,13421036,2015/08/14,6.4,116,75000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
404,Spotlight,109.0,32.0,2.0,45055776,1227,295009,2015/11/25,7.3,121,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
405,The Gift,0.0,0.0,0.0,43787265,2503,11854273,2015/08/7,5.7,106,10000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
406,Everest,88.0,33.0,5.0,43482270,3009,7222035,2015/09/25,6.3,118,65000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,The Night Before,54.0,12.0,2.0,43047372,2960,9880536,2015/11/20,5.2,101,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Krampus,44.0,21.0,7.0,42725475,2919,16293325,2015/12/4,4.9,98,15000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
409,Max,93.0,53.0,4.0,42656255,2870,12155254,2015/06/26,7.1,120,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,The Age of Adaline,55.0,14.0,1.0,42629776,3070,13203458,2015/04/24,6.0,112,30000000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
411,Brooklyn,116.0,6.0,3.0,38322743,962,187281,2015/11/27,6.6,111,11000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
412,The Longest Ride,31.0,12.0,6.0,37446117,3371,13019686,2015/04/10,5.6,139,34000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
413,The Boy Next Door,33.0,29.0,5.0,35423380,2615,14910105,2015/01/23,3.7,91,4000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
414,Pan,0.0,0.0,0.0,35088320,3515,15315435,2015/10/9,7.3,112,150000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
415,Hot Pursuit,33.0,34.0,5.0,34580201,3037,13942258,2015/05/8,4.9,93,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Concussion,62.0,14.0,6.0,34542474,2841,10513749,2015/12/25,5.3,93,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417,The DUFF,48.0,5.0,2.0,34030343,2622,10809149,2015/02/20,5.2,101,8500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
418,Woman in Gold,51.0,17.0,4.0,33307793,2011,2091551,2015/04/10,6.3,107,11000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,The Second Best Exotic Marigold Hotel,51.0,10.0,1.0,33078266,2022,8540370,2015/03/6,5.4,122,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,Unfriended,0.0,0.0,0.0,32482090,2775,15845115,2015/04/17,4.8,82,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
421,Entourage,61.0,11.0,11.0,32363404,3108,10283250,2015/06/3,6.0,104,30000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,Paper Towns,65.0,16.0,3.0,32000304,3031,12650140,2015/07/24,5.3,109,12000000,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
423,Chappie,96.0,35.0,8.0,31569268,3201,13346782,2015/03/6,5.8,120,49000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
424,Crimson Peak,89.0,38.0,9.0,31090320,2991,13143310,2015/10/16,5.8,119,55000000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
425,A Walk in the Woods,36.0,6.0,6.0,29504281,2158,8246267,2015/09/2,5.5,98,8000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Point Break,0.0,0.0,0.0,28782481,2910,9800252,2015/12/25,4.5,113,100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
427,Sinister 2,18.0,38.0,2.0,27740955,2799,10542116,2015/08/21,4.3,97,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,The Last Witch Hunter,38.0,32.0,7.0,27367660,3082,10812861,2015/10/23,4.6,106,80000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
429,No Escape,48.0,39.0,5.0,27288872,3415,8111264,2015/08/26,4.9,118,5000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
430,Ricki and the Flash,58.0,10.0,2.0,26822144,2064,6610961,2015/08/7,5.1,101,18000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,Run All Night,47.0,26.0,7.0,26461644,3171,11012305,2015/03/13,5.9,114,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,Love the Coopers,27.0,11.0,3.0,26302731,2603,8317545,2015/11/13,4.6,107,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,The Lazarus Effect,29.0,28.0,5.0,25801570,2666,10203437,2015/02/27,3.9,83,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
434,Ex Machina,113.0,19.0,7.0,25442958,2004,237264,2015/04/24,7.1,108,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
